,CD_UNIDADE,DESC_UNIDADE,CD_EQUIPAMENTO,CD_OPERADOR,DT_HORA_INI,DT_HORA_FIM,CD_OPERACAO,DESC_OPERACAO,CD_GRP_OPERACAO,DESC_GRP_OPERACAO,VL_HR_OPERACIONAL,CD_FAZENDA,CD_GRP_EQUIPAMENTO,DESC_GRP_EQUIPAMENTO,VL_VELOCIDADE_MEDIA,CD_TP_EQUIPAMENTO,INFA_EXT_DT,VL_ESPACAMENTO_IMPLEMENTO,DESC_APLICACAO,HORA_INI,HORA_FIM,Personalizar
81,6,TROPICAL,63962,99999,2021-10-29T09:43:57.0000000,2021-10-29T09:44:05.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0022,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
82,6,TROPICAL,6941,150848,2021-10-29T09:43:15.0000000,2021-10-29T09:43:58.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0119,4019,605,605 - FRT COLHEITA MECANIZADA TRP,2.95,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
83,6,TROPICAL,63962,99999,2021-10-29T09:31:52.0000000,2021-10-29T09:43:57.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.2014,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,11.17,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
84,4,ITUMBIARA,46155,99999,2021-10-29T09:42:23.0000000,2021-10-29T09:43:55.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0256,4277,21,401 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
85,3,ITUIUTABA,36313,32112,2021-10-29T09:43:17.0000000,2021-10-29T09:43:54.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0103,4231,1,301 - FRT COLHEITA MECANIZADA ITT,6.41,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
86,4,ITUMBIARA,46159,30347,2021-10-29T09:35:46.0000000,2021-10-29T09:43:52.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.135,4277,21,401 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
87,4,ITUMBIARA,46072,32413,2021-10-29T09:13:36.0000000,2021-10-29T09:43:43.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.5019,4107,22,402 - FRT COLHEITA MECANIZADA ITB,10.54,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
88,3,ITUIUTABA,36330,20727,2021-10-29T09:43:07.0000000,2021-10-29T09:43:43.0000000,1055,MANOBRA,53,PRODUTIVA,0.01,4113,1,301 - FRT COLHEITA MECANIZADA ITT,5.24,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
89,3,ITUIUTABA,36270,550855,2021-10-29T09:43:30.0000000,2021-10-29T09:43:34.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0011,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.62,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
90,3,ITUIUTABA,36291,550192,2021-10-29T09:41:29.0000000,2021-10-29T09:43:32.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0342,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.16,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
91,3,ITUIUTABA,36270,550855,2021-10-29T09:42:37.0000000,2021-10-29T09:43:30.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0147,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.7,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
92,6,TROPICAL,61438,99999,2021-10-29T09:41:24.0000000,2021-10-29T09:43:29.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.0347,1059,624,TRANSPORTE DE CANA TRP,2.87,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
93,6,TROPICAL,63892,99999,2021-10-29T09:42:11.0000000,2021-10-29T09:43:29.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0217,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.35,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
94,3,ITUIUTABA,36279,550059,2021-10-29T09:43:19.0000000,2021-10-29T09:43:24.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0014,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.1,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
95,3,ITUIUTABA,36269,550509,2021-10-29T09:39:31.0000000,2021-10-29T09:43:19.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0633,4250,3,303 - FRT COLHEITA MECANIZADA ITT,6.54,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
96,3,ITUIUTABA,36279,550059,2021-10-29T09:42:27.0000000,2021-10-29T09:43:19.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0144,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.82,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
97,3,ITUIUTABA,36317,550985,2021-10-29T09:43:03.0000000,2021-10-29T09:43:19.0000000,825,FILA  PARA DESCARGA,6051,PERDIDA,0.0044,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
98,3,ITUIUTABA,36313,32112,2021-10-29T09:37:53.0000000,2021-10-29T09:43:17.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.09,4113,1,301 - FRT COLHEITA MECANIZADA ITT,7.38,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
99,6,TROPICAL,6941,150848,2021-10-29T09:41:49.0000000,2021-10-29T09:43:15.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0239,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.39,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
100,3,ITUIUTABA,36330,20727,2021-10-29T09:37:42.0000000,2021-10-29T09:43:07.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0903,4113,1,301 - FRT COLHEITA MECANIZADA ITT,7.45,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
101,3,ITUIUTABA,36271,10135,2021-10-29T09:39:20.0000000,2021-10-29T09:43:05.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0625,4250,3,303 - FRT COLHEITA MECANIZADA ITT,6.23,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
102,3,ITUIUTABA,36317,550985,2021-10-29T09:43:01.0000000,2021-10-29T09:43:03.0000000,825,FILA  PARA DESCARGA,6051,PERDIDA,0.0006,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
103,3,ITUIUTABA,36317,550985,2021-10-29T09:42:50.0000000,2021-10-29T09:43:01.0000000,825,FILA  PARA DESCARGA,6051,PERDIDA,0.0031,4051,2,302 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
104,4,ITUMBIARA,46158,33842,2021-10-29T09:41:54.0000000,2021-10-29T09:42:55.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0169,4277,21,401 - FRT COLHEITA MECANIZADA ITB,15.31,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
105,3,ITUIUTABA,36317,550985,2021-10-29T09:38:20.0000000,2021-10-29T09:42:50.0000000,634,BASCULANDO / TRANSBORDAGEM,53,PRODUTIVA,0.075,4051,2,302 - FRT COLHEITA MECANIZADA ITT,1.6,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
106,3,ITUIUTABA,36318,550160,2021-10-29T09:28:10.0000000,2021-10-29T09:42:47.0000000,865,FILA UNICA TRANSBORDO,6051,PERDIDA,0.2436,4231,1,301 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
107,6,TROPICAL,36262,35972,2021-10-29T09:12:39.0000000,2021-10-29T09:42:40.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5003,4178,601,601 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
108,3,ITUIUTABA,36270,550855,2021-10-29T09:42:07.0000000,2021-10-29T09:42:37.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0083,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.69,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
109,4,ITUMBIARA,46164,35083,2021-10-29T09:40:32.0000000,2021-10-29T09:42:37.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0347,4277,21,401 - FRT COLHEITA MECANIZADA ITB,5.08,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
110,6,TROPICAL,63900,99999,2021-10-29T09:12:33.0000000,2021-10-29T09:42:35.0000000,804,MANUTENCAO CORRETIVA,51,MANUTENCAO,0.5006,1059,605,605 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,GENERICO,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
111,3,ITUIUTABA,36279,550059,2021-10-29T09:41:56.0000000,2021-10-29T09:42:27.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0086,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.8,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
112,4,ITUMBIARA,46443,18496,2021-10-29T09:39:17.0000000,2021-10-29T09:42:25.0000000,1055,MANOBRA,53,PRODUTIVA,0.0522,4277,21,401 - FRT COLHEITA MECANIZADA ITB,5.25,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
113,4,ITUMBIARA,46155,99999,2021-10-29T09:39:02.0000000,2021-10-29T09:42:23.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0558,4277,21,401 - FRT COLHEITA MECANIZADA ITB,12.17,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
114,6,TROPICAL,6944,34302,2021-10-29T09:42:21.0000000,2021-10-29T09:42:22.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.0003,4019,605,605 - FRT COLHEITA MECANIZADA TRP,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
115,6,TROPICAL,6944,34302,2021-10-29T09:30:00.0000000,2021-10-29T09:42:21.0000000,804,MANUTENCAO CORRETIVA,51,MANUTENCAO,0.2058,4019,605,605 - FRT COLHEITA MECANIZADA TRP,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
116,4,ITUMBIARA,46166,33841,2021-10-29T09:32:58.0000000,2021-10-29T09:42:18.0000000,634,BASCULANDO / TRANSBORDAGEM,53,PRODUTIVA,0.1556,4277,21,401 - FRT COLHEITA MECANIZADA ITB,8.18,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
117,6,TROPICAL,63892,99999,2021-10-29T09:41:27.0000000,2021-10-29T09:42:11.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0122,4019,605,605 - FRT COLHEITA MECANIZADA TRP,9.8,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
118,4,ITUMBIARA,46438,13890,2021-10-29T09:41:44.0000000,2021-10-29T09:42:07.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0064,4277,21,401 - FRT COLHEITA MECANIZADA ITB,2.53,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
119,3,ITUIUTABA,36270,550855,2021-10-29T09:41:41.0000000,2021-10-29T09:42:07.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0072,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.73,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
120,3,ITUIUTABA,36304,12979,2021-10-29T09:12:01.0000000,2021-10-29T09:42:04.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5008,4250,3,303 - FRT COLHEITA MECANIZADA ITT,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
121,6,TROPICAL,63553,33499,2021-10-29T09:12:01.0000000,2021-10-29T09:42:02.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5003,4182,602,602 - FRT COLHEITA MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
122,3,ITUIUTABA,36279,550059,2021-10-29T09:41:31.0000000,2021-10-29T09:41:56.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0069,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.7,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
123,4,ITUMBIARA,46158,33842,2021-10-29T09:28:44.0000000,2021-10-29T09:41:54.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.2194,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.33,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
124,6,TROPICAL,6941,150848,2021-10-29T09:41:13.0000000,2021-10-29T09:41:49.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.01,4019,605,605 - FRT COLHEITA MECANIZADA TRP,5.13,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
125,4,ITUMBIARA,46438,13890,2021-10-29T09:28:22.0000000,2021-10-29T09:41:44.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.2228,4277,21,401 - FRT COLHEITA MECANIZADA ITB,4.31,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
126,3,ITUIUTABA,36270,550855,2021-10-29T09:41:23.0000000,2021-10-29T09:41:41.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.005,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.6,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
127,3,ITUIUTABA,36244,20864,2021-10-29T09:40:47.0000000,2021-10-29T09:41:36.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0136,4231,1,301 - FRT COLHEITA MECANIZADA ITT,6.84,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
128,6,TROPICAL,63378,331613,2021-10-29T09:14:26.0000000,2021-10-29T09:41:35.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.4525,4201,606,606 - FRT COLHEITA  MECANIZADA TRP,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
129,3,ITUIUTABA,36279,550059,2021-10-29T09:41:12.0000000,2021-10-29T09:41:31.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0053,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.82,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
130,3,ITUIUTABA,36291,550192,2021-10-29T09:40:35.0000000,2021-10-29T09:41:29.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.015,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.93,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
131,6,TROPICAL,63892,99999,2021-10-29T09:39:52.0000000,2021-10-29T09:41:27.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0264,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.76,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
132,6,TROPICAL,61438,99999,2021-10-29T09:41:19.0000000,2021-10-29T09:41:24.0000000,820,PATIO/BATE VOLTA,6051,PERDIDA,0.0014,1059,624,TRANSPORTE DE CANA TRP,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
133,3,ITUIUTABA,36270,550855,2021-10-29T09:40:27.0000000,2021-10-29T09:41:23.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0156,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.6,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
134,3,ITUIUTABA,36326,32253,2021-10-29T09:40:37.0000000,2021-10-29T09:41:21.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0122,4231,1,301 - FRT COLHEITA MECANIZADA ITT,3.13,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
135,6,TROPICAL,61438,99999,2021-10-29T09:35:45.0000000,2021-10-29T09:41:19.0000000,823,FILA PARA DESCARREGAMENTO,6051,PERDIDA,0.0928,1059,624,TRANSPORTE DE CANA TRP,0.0,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
136,6,TROPICAL,63895,34252,2021-10-29T09:40:35.0000000,2021-10-29T09:41:14.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0108,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.08,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
137,6,TROPICAL,6941,150848,2021-10-29T09:39:41.0000000,2021-10-29T09:41:13.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0256,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.57,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
138,3,ITUIUTABA,36279,550059,2021-10-29T09:40:14.0000000,2021-10-29T09:41:12.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0161,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.32,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
139,3,ITUIUTABA,38821,99999,2021-10-29T09:39:53.0000000,2021-10-29T09:41:05.0000000,1076,BALANCA ENTRADA,53,PRODUTIVA,0.02,0,7,TRANSPORTE DE CANA ITT,3.58,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
140,4,ITUMBIARA,46442,20770,2021-10-29T09:10:48.0000000,2021-10-29T09:40:57.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5025,4107,22,402 - FRT COLHEITA MECANIZADA ITB,0.0,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
141,3,ITUIUTABA,36273,35550,2021-10-29T09:40:13.0000000,2021-10-29T09:40:55.0000000,1055,MANOBRA,53,PRODUTIVA,0.0117,4051,2,302 - FRT COLHEITA MECANIZADA ITT,3.4,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
142,3,ITUIUTABA,36226,551055,2021-10-29T09:37:49.0000000,2021-10-29T09:40:51.0000000,633,DESLOC VAZIO TRANSB CARREADOR,53,PRODUTIVA,0.0506,4051,2,302 - FRT COLHEITA MECANIZADA ITT,15.23,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
143,3,ITUIUTABA,36244,20864,2021-10-29T09:39:36.0000000,2021-10-29T09:40:47.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0197,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.7,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
144,3,ITUIUTABA,36326,32253,2021-10-29T09:39:02.0000000,2021-10-29T09:40:37.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0264,4231,1,301 - FRT COLHEITA MECANIZADA ITT,5.22,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
145,6,TROPICAL,63895,34252,2021-10-29T09:39:37.0000000,2021-10-29T09:40:35.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0161,4019,605,605 - FRT COLHEITA MECANIZADA TRP,7.24,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
146,3,ITUIUTABA,36291,550192,2021-10-29T09:37:57.0000000,2021-10-29T09:40:35.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0439,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.79,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
147,4,ITUMBIARA,48253,99999,2021-10-29T09:21:00.0000000,2021-10-29T09:40:34.0000000,614,DESLOCAMENTO CARREGADO,53,PRODUTIVA,0.3261,4329,9,TRANSPORTE DE CANA  ITB,26.71,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
148,4,ITUMBIARA,46164,35083,2021-10-29T09:39:31.0000000,2021-10-29T09:40:32.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0169,4277,21,401 - FRT COLHEITA MECANIZADA ITB,7.82,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
149,3,ITUIUTABA,36270,550855,2021-10-29T09:39:26.0000000,2021-10-29T09:40:27.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0169,4051,2,302 - FRT COLHEITA MECANIZADA ITT,7.56,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
150,3,ITUIUTABA,36309,550057,2021-10-29T09:39:24.0000000,2021-10-29T09:40:18.0000000,631,MANOBRA TRANSBORDO EITO,53,PRODUTIVA,0.015,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.11,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
151,3,ITUIUTABA,36279,550059,2021-10-29T09:40:11.0000000,2021-10-29T09:40:14.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0008,4051,2,302 - FRT COLHEITA MECANIZADA ITT,5.76,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
152,3,ITUIUTABA,36273,35550,2021-10-29T09:37:46.0000000,2021-10-29T09:40:13.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0408,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.31,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
153,3,ITUIUTABA,36279,550059,2021-10-29T09:39:46.0000000,2021-10-29T09:40:11.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0069,4051,2,302 - FRT COLHEITA MECANIZADA ITT,4.2,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
154,3,ITUIUTABA,36301,550989,2021-10-29T09:39:14.0000000,2021-10-29T09:39:54.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0111,4051,2,302 - FRT COLHEITA MECANIZADA ITT,2.62,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
155,3,ITUIUTABA,38821,99999,2021-10-29T09:36:01.0000000,2021-10-29T09:39:53.0000000,1061,DESLOCAMENTO VAZIO CAVALO MECANICO ,53,PRODUTIVA,0.0644,0,7,TRANSPORTE DE CANA ITT,5.87,3,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
156,6,TROPICAL,63892,99999,2021-10-29T09:39:21.0000000,2021-10-29T09:39:52.0000000,630,CARREG CANA COLHIDA  NO TRANSBORDO,53,PRODUTIVA,0.0086,4019,605,605 - FRT COLHEITA MECANIZADA TRP,6.78,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
157,3,ITUIUTABA,36316,33583,2021-10-29T09:36:40.0000000,2021-10-29T09:39:51.0000000,634,BASCULANDO / TRANSBORDAGEM,53,PRODUTIVA,0.0531,4250,3,303 - FRT COLHEITA MECANIZADA ITT,3.41,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
158,3,ITUIUTABA,36279,550059,2021-10-29T09:39:41.0000000,2021-10-29T09:39:46.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0014,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.79,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
159,4,ITUMBIARA,46174,34703,2021-10-29T09:09:42.0000000,2021-10-29T09:39:45.0000000,803,CHUVA/VENTO/UMIDADE/TEMPERATURA,50,INAPTIDAO,0.5008,4107,22,402 - FRT COLHEITA MECANIZADA ITB,0.0,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
160,3,ITUIUTABA,36279,550059,2021-10-29T09:39:16.0000000,2021-10-29T09:39:41.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0069,4051,2,302 - FRT COLHEITA MECANIZADA ITT,6.7,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
161,6,TROPICAL,6941,150848,2021-10-29T09:39:07.0000000,2021-10-29T09:39:41.0000000,729,COLHEITA CANA MECANIZADA,53,PRODUTIVA,0.0094,4019,605,605 - FRT COLHEITA MECANIZADA TRP,3.38,1,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
162,6,TROPICAL,63895,34252,2021-10-29T09:39:07.0000000,2021-10-29T09:39:37.0000000,632,DESLOC CARREG TRANSB CARREADOR,53,PRODUTIVA,0.0083,4019,605,605 - FRT COLHEITA MECANIZADA TRP,6.68,2,20211029,0,COLHEITA,Microsoft.OleDb.Time,Microsoft.OleDb.Time,True
